RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
032-003384797,Fonds,Published,,EAP039/1,Unrestricted,,"The material has been arranged into four series – kBa’ ‘gyur, miscellaneous canonical material, rNying ma rGyud ‘bum and Rinpoche’s Private Library.","Digital copies have been retained by Gangtey Monastery, and deposited with the National Library and Archives of Bhutan.","Material in this collection was copied as part of the project: EAP039 Digital Documentation of the Manuscript Collection in Gangtey. RAW and JPEG images were made, and deposited with The British Library. Copies were also deposited with the National Library and Archives of Bhutan. The originals are held by Gangtey Monastery. Information used to create this catalogue was supplied by the Project.",1690-1692,,,English,eng,Latin,Latn,1692,"5 hard drives containing 485 volumes, consisting of 135785 TIFF Images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000001,,,Original material is held by Gangtey Monastery.,,Digital documentation of manuscript collection in Gangtey,,,"This collection includes a set of the 100-volume bKa’ ’gyur, two sets of the 46-volume rNying ma rGyud ’bum, the world’s largest Astasahasrikaprajńaparamita, and about a hundred miscellaneous titles.Written in the dBu can script, the cursive dBu med script, the ‘Bru tsha script and the Khyug yig script.Originals dated as: c 14th-early 20th century.",0,1690,Gangtey Monastery Collection,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
036-003384798,Series,Published,032-003384797,EAP039/1/1,Unrestricted,,The material is arranged by titled volumes. An EAP Reference Number has been added.,,,1690-1692,,,English,eng,Latin,Latn,1692,"13 titles comprising 109 volumes, or 42,311 TIFF images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000002,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,bKa’ ‘gyur,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384907,File,Published,037-003384895,EAP039/1/1/10/12,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,419 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00006f,,http://eap.bl.uk/database/overview_item.a4d?catId=240932;r=18732,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,12,1690,Dam chos ‘Dul ba: Volume 12,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384897,File,Published,037-003384895,EAP039/1/1/10/2,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,405 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000065,,http://eap.bl.uk/database/overview_item.a4d?catId=240918;r=8520,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,2,1690,Dam chos ‘Dul ba: Volume 2,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384898,File,Published,037-003384895,EAP039/1/1/10/3,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,416 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000066,,http://eap.bl.uk/database/overview_item.a4d?catId=240919;r=1579,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,3,1690,Dam chos ‘Dul ba: Volume 3,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384899,File,Published,037-003384895,EAP039/1/1/10/4,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,399 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000067,,http://eap.bl.uk/database/overview_item.a4d?catId=240920;r=14745,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,4,1690,Dam chos ‘Dul ba: Volume 4,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384900,File,Published,037-003384895,EAP039/1/1/10/5,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,491 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000068,,http://eap.bl.uk/database/overview_item.a4d?catId=240921;r=19426,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,5,1690,Dam chos ‘Dul ba: Volume 5,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384901,File,Published,037-003384895,EAP039/1/1/10/6,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,491 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000069,,http://eap.bl.uk/database/overview_item.a4d?catId=240923;r=17809,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,6,1690,Dam chos ‘Dul ba: Volume 6,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384902,File,Published,037-003384895,EAP039/1/1/10/7,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,497 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00006a,,http://eap.bl.uk/database/overview_item.a4d?catId=240925;r=32456,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,7,1690,Dam chos ‘Dul ba: Volume 7,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384903,File,Published,037-003384895,EAP039/1/1/10/8,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,443 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00006b,,http://eap.bl.uk/database/overview_item.a4d?catId=240927;r=20603,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,8,1690,Dam chos ‘Dul ba: Volume 8,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384904,File,Published,037-003384895,EAP039/1/1/10/9,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,427 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00006c,,http://eap.bl.uk/database/overview_item.a4d?catId=240928;r=15766,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,9,1690,Dam chos ‘Dul ba: Volume 9,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
037-003384908,Sub-Series,Published,036-003384798,EAP039/1/1/11,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,3 volumes copied onto 3 DVDs; 1151 images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000070,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,11,1690,Shes phyin khri brgyad stong pa,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384909,File,Published,037-003384908,EAP039/1/1/11/1,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,377 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000071,,http://eap.bl.uk/database/overview_item.a4d?catId=240934;r=9304,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,Shes phyin khri brgyad stong pa: Volume 1,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384910,File,Published,037-003384908,EAP039/1/1/11/2,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,399 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000072,,http://eap.bl.uk/database/overview_item.a4d?catId=240935;r=23872,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,2,1690,Shes phyin khri brgyad stong pa: Volume 2,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384911,File,Published,037-003384908,EAP039/1/1/11/3,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,375 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000073,,http://eap.bl.uk/database/overview_item.a4d?catId=240936;r=600,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,3,1690,Shes phyin khri brgyad stong pa: Volume 3,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
037-003384912,Sub-Series,Published,036-003384798,EAP039/1/1/12,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,4 volumes copied onto 4 DVDs; 1570 images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000074,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,12,1690,Shes phyin nyi khri,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384913,File,Published,037-003384912,EAP039/1/1/12/1,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,403 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000075,,http://eap.bl.uk/database/overview_item.a4d?catId=240938;r=2414,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,Shes phyin nyi khri: Volume 1,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384914,File,Published,037-003384912,EAP039/1/1/12/2,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,363 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000076,,http://eap.bl.uk/database/overview_item.a4d?catId=240939;r=7317,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,2,1690,Shes phyin nyi khri: Volume 2,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384915,File,Published,037-003384912,EAP039/1/1/12/3,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,391 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000077,,http://eap.bl.uk/database/overview_item.a4d?catId=240940;r=3108,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,3,1690,Shes phyin nyi khri: Volume 3,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384916,File,Published,037-003384912,EAP039/1/1/12/4,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,413 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000078,,http://eap.bl.uk/database/overview_item.a4d?catId=240941;r=19803,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,4,1690,Shes phyin nyi khri: Volume 4,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
037-003384917,Sub-Series,Published,036-003384798,EAP039/1/1/13,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,3 volumes copied onto 3 DVDs; 954 images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000079,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,13,1690,Myang ‘das,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384918,File,Published,037-003384917,EAP039/1/1/13/1,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,334 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00007a,,http://eap.bl.uk/database/overview_item.a4d?catId=240943;r=21311,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,Myang 'das: Volume 1,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384919,File,Published,037-003384917,EAP039/1/1/13/2,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,309 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00007b,,http://eap.bl.uk/database/overview_item.a4d?catId=240944;r=15233,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,2,1690,Myang 'das: Volume 2,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384920,File,Published,037-003384917,EAP039/1/1/13/3,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,311 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00007c,,http://eap.bl.uk/database/overview_item.a4d?catId=240945;r=22372,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,3,1690,Myang 'das: Volume 3,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
037-003384816,Sub-Series,Published,036-003384798,EAP039/1/1/2,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,17 volumes copied onto 18 DVDs; 6513 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000014,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,2,1690,mDo sde,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384817,File,Published,037-003384816,EAP039/1/1/2/1,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,463 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000015,,http://eap.bl.uk/database/overview_item.a4d?catId=240828;r=6394,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,mDo sde: Volume 1,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384826,File,Published,037-003384816,EAP039/1/1/2/10,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,367 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00001e,,http://eap.bl.uk/database/overview_item.a4d?catId=240837;r=28471,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,10,1690,mDo sde: Volume 10,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384827,File,Published,037-003384816,EAP039/1/1/2/11,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,376 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00001f,,http://eap.bl.uk/database/overview_item.a4d?catId=240838;r=12199,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,11,1690,mDo sde: Volume 11,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384828,File,Published,037-003384816,EAP039/1/1/2/12,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,369 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000020,,http://eap.bl.uk/database/overview_item.a4d?catId=240839;r=25293,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,12,1690,mDo sde: Volume 12,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384829,File,Published,037-003384816,EAP039/1/1/2/13,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,370 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000021,,http://eap.bl.uk/database/overview_item.a4d?catId=240840;r=12399,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,13,1690,mDo sde: Volume 13,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384830,File,Published,037-003384816,EAP039/1/1/2/14,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,401 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000022,,http://eap.bl.uk/database/overview_item.a4d?catId=240841;r=21347,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,14,1690,mDo sde: Volume 14,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384831,File,Published,037-003384816,EAP039/1/1/2/15,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,361 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000023,,http://eap.bl.uk/database/overview_item.a4d?catId=240842;r=30866,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,15,1690,mDo sde: Volume 15,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384832,File,Published,037-003384816,EAP039/1/1/2/16,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,371 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000024,,http://eap.bl.uk/database/overview_item.a4d?catId=240843;r=19280,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,16,1690,mDo sde: Volume 16,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384833,File,Published,037-003384816,EAP039/1/1/2/17,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,371 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000025,,http://eap.bl.uk/database/overview_item.a4d?catId=240844;r=16698,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,17,1690,mDo sde: Volume 17,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384818,File,Published,037-003384816,EAP039/1/1/2/2,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,401 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000016,,http://eap.bl.uk/database/overview_item.a4d?catId=240829;r=2616,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,2,1690,mDo sde: Volume 2,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384819,File,Published,037-003384816,EAP039/1/1/2/3,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,357 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000017,,http://eap.bl.uk/database/overview_item.a4d?catId=240830;r=27988,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,3,1690,mDo sde: Volume 3,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384820,File,Published,037-003384816,EAP039/1/1/2/4,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,377 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000018,,http://eap.bl.uk/database/overview_item.a4d?catId=240831;r=24963,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,4,1690,mDo sde: Volume 4,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384821,File,Published,037-003384816,EAP039/1/1/2/5,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,391 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000019,,http://eap.bl.uk/database/overview_item.a4d?catId=240832;r=27037,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,5,1690,mDo sde: Volume 5,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384822,File,Published,037-003384816,EAP039/1/1/2/6,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,375 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00001a,,http://eap.bl.uk/database/overview_item.a4d?catId=240833;r=13581,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,6,1690,mDo sde: Volume 6,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384823,File,Published,037-003384816,EAP039/1/1/2/7,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,391 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00001b,,http://eap.bl.uk/database/overview_item.a4d?catId=240834;r=21248,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,7,1690,mDo sde: Volume 7,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
